Wall time,Step,Value
1775445407.127043,3589,1839.0
1775445446.694396,3590,1522.0
1775445499.635911,3591,1819.0
1775445553.1473043,3592,1982.0
1775445609.6605017,3593,2043.0
1775445667.753873,3594,2093.0
1775445700.950455,3595,1304.0
1775445757.7197526,3596,2125.0
1775445803.8831332,3597,1672.0
1775445861.2950015,3598,2009.0
1775445902.7428467,3599,1584.0
1775445940.5270112,3600,1356.0
1775445999.6703532,3601,2102.0
1775446046.1058116,3602,1780.0
1775446107.7716134,3603,2228.0
1775446171.953047,3604,2278.0
1775446219.510347,3605,1797.0
1775446268.1791968,3606,1765.0
1775446302.0460732,3607,1227.0
1775446355.8129723,3608,1985.0
1775446417.3118603,3609,2163.0
1775446461.6056879,3610,1591.0
1775446511.8059664,3611,1862.0
1775446584.1438167,3612,2618.0
1775446639.864898,3613,2034.0
1775446697.9746313,3614,2140.0
1775446758.2988057,3615,2238.0
1775446805.168513,3616,1807.0
1775446842.8699763,3617,1497.0
1775446903.8577733,3618,2172.0
1775446962.2910953,3619,2080.0
1775447021.2921538,3620,2102.0
1775447081.2868042,3621,2152.0
1775447129.8437378,3622,1853.0
1775447180.1052742,3623,1887.0
1775447235.137727,3624,1981.0
1775447287.991832,3625,1889.0
1775447338.058131,3626,1845.0
1775447397.5640848,3627,2167.0
1775447440.9923153,3628,1660.0
1775447487.8461044,3629,1812.0
1775447537.3770134,3630,1808.0
1775447581.900726,3631,1698.0
1775447624.9023225,3632,1682.0
1775447678.1671414,3633,2006.0
1775447736.202188,3634,2115.0
1775447789.6966367,3635,1964.0
1775447830.6139238,3636,1538.0
1775447894.7020006,3637,2359.0
1775447935.3851676,3638,1553.0
1775447988.3521135,3639,1968.0
1775448030.8279352,3640,1622.0
1775448070.9213405,3641,1537.0
1775448116.837843,3642,1554.0
1775448178.2584434,3643,2013.0
1775448224.5711675,3644,1641.0
1775448274.7598028,3645,1675.0
1775448322.9530241,3646,1690.0
1775448373.1699297,3647,1821.0
1775448412.8315635,3648,1483.0
1775448474.6921072,3649,2306.0
1775448542.8231392,3650,2412.0
1775448602.4010088,3651,2120.0
1775448658.042335,3652,2071.0
1775448708.334921,3653,1781.0
1775448754.4685524,3654,1750.0
1775448821.9545689,3655,2407.0
1775448873.2613122,3656,1865.0
1775448941.2409177,3657,2428.0
1775449000.2258203,3658,2201.0
1775449045.938015,3659,1675.0
1775449113.7312093,3660,2386.0
1775449174.228224,3661,2172.0
1775449237.7483351,3662,2238.0
1775449295.9776316,3663,2170.0
1775449349.4700634,3664,1963.0
1775449412.8804848,3665,2247.0
1775449486.7577002,3666,2619.0
1775449541.0791867,3667,2043.0
1775449596.9808495,3668,2076.0
1775449657.8270745,3669,2125.0
1775449714.2541194,3670,2031.0
1775449775.73045,3671,2218.0
1775449820.3916242,3672,1635.0
1775449883.874611,3673,2317.0
1775449950.4825356,3674,2399.0
1775449993.957839,3675,1683.0
1775450045.9653018,3676,1906.0
1775450113.0654597,3677,2343.0
1775450170.6457286,3678,2125.0
1775450223.1990695,3679,1866.0
1775450277.8903224,3680,2021.0
1775450340.4602826,3681,2198.0
1775450390.41945,3682,1858.0
1775450443.2555666,3683,1928.0
1775450503.4870107,3684,2135.0
1775450550.3498878,3685,1673.0
1775450610.9201057,3686,2108.0
1775450663.2673004,3687,1921.0
1775450724.1878827,3688,2176.0
1775450789.6959307,3689,2285.0
1775450845.135567,3690,1979.0
1775450906.2105284,3691,2203.0
1775450944.2002025,3692,1340.0
1775450987.5234013,3693,1546.0
1775451041.389534,3694,1899.0
1775451101.689406,3695,2136.0
1775451179.4563105,3696,2652.0
1775451233.6867795,3697,1917.0
1775451303.5800729,3698,2433.0
1775451359.7239697,3699,2021.0
1775451422.5786974,3700,2216.0
1775451475.2746174,3701,1963.0
1775451536.3989353,3702,2267.0
1775451587.1403039,3703,1829.0
1775451637.206715,3704,1794.0
1775451711.2883546,3705,2664.0
1775451779.1826751,3706,2398.0
1775451824.2919633,3707,1626.0
1775451879.8930297,3708,2028.0
1775451941.9101822,3709,2169.0
1775451995.3856504,3710,1859.0
1775452055.5477514,3711,2037.0
1775452125.9797559,3712,2474.0
1775452187.1486607,3713,2209.0
1775452240.233013,3714,1927.0
1775452299.5967512,3715,2166.0
1775452364.8169858,3716,2338.0
1775452441.753234,3717,2709.0
1775452521.8414717,3718,2742.0
1775452583.092772,3719,2172.0
1775452662.075864,3720,2590.0
1775452723.5067136,3721,2123.0
1775452784.3387377,3722,2177.0
1775452860.0512044,3723,2465.0
1775452916.95512,3724,2014.0
1775452989.825218,3725,2411.0
1775453049.8415823,3726,2143.0
1775453126.841096,3727,2558.0
1775453192.39948,3728,2329.0
1775453249.838022,3729,2029.0
1775453317.2909596,3730,2388.0
1775453376.200447,3731,1917.0
1775453440.1831448,3732,2057.0
1775453502.0670512,3733,2130.0
1775453568.8429785,3734,2257.0
1775453626.411596,3735,2031.0
